"location","violation_desc","lon","lat","violation"
"2200 FONTAIN ST","SIDEWALK",-75.1709064279627,39.9860260534279,"SIDEWALK"
"1600 N 26TH ST","CORNER CLEARANCE",-75.1775297701725,39.9800100726969,"CORNER CLEARANCE"
"1600 EDGLEY ST","SIDEWALK",-75.1604637511935,39.9858803680448,"SIDEWALK"
"2900 N BONSALL ST","SIDEWALK",-75.1688927336535,39.9997309780453,"SIDEWALK"
"1500 W GIRARD AVE","SIDEWALK",-75.1619138463289,39.9717822302793,"SIDEWALK"
"4643 SANSOM ST","CORNER CLEARANCE",-75.215377,39.956572,"CORNER CLEARANCE"
"400 ASHDALE ST","CORNER CLEARANCE",-75.132248,40.02797,"CORNER CLEARANCE"
"1300 OXFORD ST","CROSSWALK",-75.159162,39.976507,"CROSSWALK"
"500 MORRIS ST","CROSSWALK",-75.154073,39.927367,"CROSSWALK"
"1100 S RANDOLPH ST","SIDEWALK",-75.153297,39.933948,"SIDEWALK"
"1100 COMLY ST","CORNER CLEARANCE",-75.0865069497802,40.0368915483116,"CORNER CLEARANCE"
"439 N 42ND ST","SIDEWALK",-75.2065751899058,39.9606239993085,"SIDEWALK"
"200 SUMAC ST","CORNER CLEARANCE",-75.2051134412726,40.0190521319849,"CORNER CLEARANCE"
"1 S 7TH ST","SIDEWALK   CC",-75.152185,39.950572,"SIDEWALK"
"4000 DEXTER ST","SIDEWALK",-75.213887,40.023237,"SIDEWALK"
"4000 DEXTER ST","SIDEWALK",-75.214648,40.024003,"SIDEWALK"
"600 S AMERICAN ST","SIDEWALK",-75.1467932898655,39.9410803372104,"SIDEWALK"
"1 N 9TH ST","SIDEWALK   CC",-75.154573,39.95233,"SIDEWALK"
"1100 N HOWARD ST","CORNER CLEARANCE",-75.137597,39.968163,"CORNER CLEARANCE"
"6900 CASTOR AVE","SIDEWALK",-75.070433,40.047063,"SIDEWALK"
"100 N 9TH ST","SIDEWALK   CC",-75.154543,39.95348,"SIDEWALK"
"1200 S 13TH ST","CROSSWALK",-75.165073,39.935263,"CROSSWALK"
"2500 PENNSYLVANIA AVE","SIDEWALK",-75.1792493086472,39.9670232703834,"SIDEWALK"
"145 EAST ST","SIDEWALK",-75.215093,40.021897,"SIDEWALK"
"147 EAST ST","SIDEWALK",-75.2150253372476,40.0219285501221,"SIDEWALK"
"2200 S 7TH ST","CROSSWALK",-75.158542,39.920575,"CROSSWALK"
"6500 EDMUND ST","SIDEWALK",-75.0478769959184,40.021360554403,"SIDEWALK"
"500 JACKSON ST","CROSSWALK",-75.156785,39.921407,"CROSSWALK"
"2000 CYPRESS ST","SIDEWALK   CC",-75.175148,39.948185,"SIDEWALK"
"299 RITTENHOUSE SQ","SIDEWALK   CC",-75.173205,39.94849,"SIDEWALK"
"5500 HADFIELD ST","CROSSWALK",-75.2307347510711,39.943102823245,"CROSSWALK"
"623 KATER ST","SIDEWALK   CC",-75.1534518962829,39.9417112499813,"SIDEWALK"
"2000 MOUNT VERNON ST","CROSSWALK",-75.170567,39.96572,"CROSSWALK"
"800 S ROSEWOOD ST","SIDEWALK",-75.16714,39.94053,"SIDEWALK"
"1400 PEMBERTON ST","SIDEWALK",-75.166772,39.942482,"SIDEWALK"
"2800 W ALBERT ST","SIDEWALK",-75.1779446632186,39.9961246504839,"SIDEWALK"
"500 TREE ST","SIDEWALK",-75.156427,39.920783,"SIDEWALK"
"2200 FAIRHILL ST","SIDEWALK",-75.15642,39.92054,"SIDEWALK"
"1600 PRATT ST","SIDEWALK",-75.077812,40.022088,"SIDEWALK"
"200 FARSON ST","SIDEWALK",-75.221185262595,39.9631025308287,"SIDEWALK"
"3809 PEARL ST","SIDEWALK",-75.1978383634868,39.9600339868995,"SIDEWALK"
"1700 CARPENTER ST","CORNER CLEARANCE",-75.171962,39.939667,"CORNER CLEARANCE"
"600 ROSALIE ST","CROSSWALK",-75.0996985194851,40.0410411268061,"CROSSWALK"
"1200 W NORRIS ST","CORNER CLEARANCE",-75.153945060508,39.9828207719334,"CORNER CLEARANCE"
"1900 S HICKS ST","CORNER CLEARANCE",-75.171692,39.925923,"CORNER CLEARANCE"
"1400 S JUNIPER ST","SIDEWALK",-75.167035,39.931567,"SIDEWALK"
"200 HERMIT ST","CORNER CLEARANCE",-75.212128,40.02145,"CORNER CLEARANCE"
"3100 N WATER ST","SIDEWALK",-75.1285137173282,39.9971520272813,"SIDEWALK"
"1700 SNYDER AVE","CROSSWALK",-75.176102,39.925212,"CROSSWALK"
"3900 HOWLAND ST","SIDEWALK",-75.1037037512315,40.0070545973925,"SIDEWALK"
"2500 TILTON ST","SIDEWALK",-75.117562,39.975912,"SIDEWALK"
"2500 TILTON ST","SIDEWALK",-75.117445,39.975763,"SIDEWALK"
"3700 FILBERT ST","SIDEWALK   CC",-75.197255,39.957417,"SIDEWALK"
"700 EMILY ST","SIDEWALK",-75.159298,39.924023,"SIDEWALK"
"100 GAY ST","SIDEWALK",-75.2251437187123,40.0262565643012,"SIDEWALK"
"400 N 9TH ST","CORNER CLEARANCE  CC",-75.153155,39.960565,"CORNER CLEARANCE"
"3500 BARING ST","CROSSWALK",-75.192755,39.961355,"CROSSWALK"
"200 ERICA PL","CROSSWALK",-75.0425981916955,40.1161412674421,"CROSSWALK"
"2500 S 6TH ST","CROSSWALK",-75.157967,39.91651,"CROSSWALK"
"2200 W TIOGA ST","CORNER CLEARANCE",-75.1657086751433,40.0079491007122,"CORNER CLEARANCE"
"3917 N 5TH ST","SIDEWALK",-75.1360175761042,40.0112313694313,"SIDEWALK"
"2451 TULIP ST","CORNER CLEARANCE",-75.1241586170968,39.9808482520221,"CORNER CLEARANCE"
"1500 CARLISLE ST","SIDEWALK",-75.159265,39.976923,"SIDEWALK"
"500 E THOMPSON ST","CORNER CLEARANCE",-75.12857,39.972555,"CORNER CLEARANCE"
"3400 N 6TH ST","CORNER CLEARANCE",-75.139864230859,40.0029021028309,"CORNER CLEARANCE"
"2057 NORTH ST","CORNER CLEARANCE",-75.1712454486203,39.9667847151976,"CORNER CLEARANCE"
"4500 HIGH ST","SIDEWALK",-75.22807,40.028242,"SIDEWALK"
"600 TREE ST","CROSSWALK",-75.158502,39.92126,"CROSSWALK"
"1800 E WISHART ST","SIDEWALK",-75.1134201252761,39.9954974004232,"SIDEWALK"
"400 E WYOMING AVE","SIDEWALK",-75.117487,40.02066,"SIDEWALK"
"1100 S CARLISLE ST","SIDEWALK",-75.168017,39.936502,"SIDEWALK"
"3432 POWELTON AVE","CROSSWALK",-75.192507,39.95996,"CROSSWALK"
"600 RODMAN ST","SIDEWALK",-75.1530500580344,39.9424616452185,"SIDEWALK"
"5800 HAVERFORD AVE","CROSSWALK",-75.2356804827534,39.9685357442449,"CROSSWALK"
"100 MALLORY ST","CORNER CLEARANCE",-75.22847836501,40.0289973759425,"CORNER CLEARANCE"
"136 FERN ST","CROSSWALK",-75.1228607036704,40.042792157966,"CROSSWALK"
"314 N 32ND ST","CORNER CLEARANCE",-75.1881629900616,39.9614348925003,"CORNER CLEARANCE"
"3400 S LAWRENCE ST","SIDEWALK",-75.158523,39.903677,"SIDEWALK"
"1264 SPRING ST","CROSSWALK",-75.1601382204114,39.9562840675522,"CROSSWALK"
"4500 BAKER ST","SIDEWALK",-75.226288,40.027662,"SIDEWALK"
"600 RODMAN ST","SIDEWALK   CC",-75.15277,39.942468,"SIDEWALK"
"500 WIDENER ST","SIDEWALK",-75.1299943563841,40.041944149957,"SIDEWALK"
"1901 CHRISTIAN ST","CORNER CLEARANCE",-75.174315,39.941087,"CORNER CLEARANCE"
"1 N 36TH ST","CORNER CLEARANCE",-75.19389,39.957833,"CORNER CLEARANCE"
"1100 W CLARKSON AVE","CROSSWALK",-75.139945,40.036143,"CROSSWALK"
"1100 W CLARKSON AVE","CROSSWALK",-75.139935,40.036168,"CROSSWALK"
"1600 RACE ST","SIDEWALK   CC",-75.1667971811821,39.9567410615309,"SIDEWALK"
"200 BELGRADE ST","CORNER CLEARANCE",-75.134285,39.972427,"CORNER CLEARANCE"
"200 BELGRADE ST","CORNER CLEARANCE",-75.1343,39.972367,"CORNER CLEARANCE"
"8500 GERMANTOWN AVE","CROSSWALK",-75.206512,40.076087,"CROSSWALK"
"600 ANCHOR ST","CROSSWALK",-75.1006243729433,40.0402439076133,"CROSSWALK"
"500 MERCY ST","SIDEWALK",-75.155745258906,39.923039893692,"SIDEWALK"
"300 MILNE ST","SIDEWALK",-75.1642256425513,40.0200570769731,"SIDEWALK"
"1200 KATER ST","SIDEWALK   CC",-75.161907,39.942748,"SIDEWALK"
"3700 LUDLOW ST","SIDEWALK   CC",-75.19744,39.955682,"SIDEWALK"
"5400 POPLAR ST","CORNER CLEARANCE",-75.2288251333918,39.9701250525537,"CORNER CLEARANCE"
"400 W CAMBRIA ST","CROSSWALK",-75.1379031928736,39.9949582092701,"CROSSWALK"
"967 N 5TH ST","CROSSWALK",-75.145403,39.96827,"CROSSWALK"
"1100 N 3RD ST","CROSSWALK",-75.142023,39.967712,"CROSSWALK"
"300 S 34TH ST","CORNER CLEARANCE",-75.191105,39.9608,"CORNER CLEARANCE"
"2800 N CROSKEY ST","SIDEWALK",-75.1678699427023,39.9980622197903,"SIDEWALK"
"4000 L ST","CROSSWALK",-75.102722,40.007587,"CROSSWALK"
"4500 WALNUT ST","CORNER CLEARANCE",-75.212847,39.955342,"CORNER CLEARANCE"
"100 HERMIT ST","CORNER CLEARANCE",-75.214073,40.021088,"CORNER CLEARANCE"
"2213 WALLACE ST","SIDEWALK",-75.1746930643089,39.9667747364491,"SIDEWALK"
"700 CHADWICK ST","SIDEWALK   CC",-75.170073,39.943103,"SIDEWALK"
"1500 CARLISLE ST","SIDEWALK",-75.159463,39.976402,"SIDEWALK"
"1700 CHANCELLOR ST","SIDEWALK   CC",-75.170248,39.949658,"SIDEWALK"
"2000 MORAVIAN ST","SIDEWALK   CC",-75.174357,39.950997,"SIDEWALK"
"5700 N AMERICAN ST","CROSSWALK",-75.1263142572513,40.0380627904879,"CROSSWALK"
"1000 NOBLE ST","SIDEWALK   CC",-75.155315,39.959668,"SIDEWALK"
"1300 BEACH ST","SIDEWALK",-75.12801,39.967388,"SIDEWALK"
"1080 N DELAWARE AVE","SIDEWALK",-75.13268,39.965688,"SIDEWALK"
"500 RUSCOMB ST","CROSSWALK",-75.132735,40.027397,"CROSSWALK"
"1400 MIFFLIN ST","CORNER CLEARANCE",-75.1695559372148,39.9268611600002,"CORNER CLEARANCE"
"600 E TIOGA ST","CROSSWALK",-75.116512,40.001682,"CROSSWALK"
"1400 W PACIFIC ST","SIDEWALK",-75.15182,40.008843,"SIDEWALK"
"109 ALNUS PL","SIDEWALK",-75.0405748930072,40.1176734379151,"SIDEWALK"
"1703 S BROAD ST","SIDEWALK",-75.16879,39.92891,"SIDEWALK"
"800 CARVER ST","CROSSWALK",-75.0910258525554,40.0342939846691,"CROSSWALK"
"1900 S BOUVIER ST","SIDEWALK",-75.175232,39.92647,"SIDEWALK"
"4500 N 17TH ST","CORNER CLEARANCE",-75.1531976961461,40.0228371298722,"CORNER CLEARANCE"
"3400 N 6TH ST","SIDEWALK",-75.139864230859,40.0029021028309,"SIDEWALK"
"3100 GAUL ST","CORNER CLEARANCE",-75.1071153837798,39.9860009389922,"CORNER CLEARANCE"
"200 BELGRADE ST","CROSSWALK",-75.1338240765088,39.9725152618567,"CROSSWALK"
"2600 MASSEY ST","CORNER CLEARANCE",-75.2333942903587,39.9168093608259,"CORNER CLEARANCE"
"200 NEW ST","SIDEWALK   CC",-75.142905,39.955268,"SIDEWALK"
"5400 BELMAR ST","SIDEWALK",-75.2252949782116,39.9406250978252,"SIDEWALK"
"2900 WATERLOO ST","SIDEWALK",-75.1316372233905,39.9947362427458,"SIDEWALK"
"3000 N WATER ST","SIDEWALK",-75.1287880019431,39.9960828653868,"SIDEWALK"
"8739 MARSDEN ST","CORNER CLEARANCE",-75.0090086392484,40.0453027755,"CORNER CLEARANCE"
"4500 LEVICK ST","SIDEWALK",-75.0533769645268,40.0233626234827,"SIDEWALK"
"5801 LORETTO AVE","CROSSWALK",-75.0861805895519,40.0330615588535,"CROSSWALK"
"800 DUDLEY ST","SIDEWALK",-75.159458,39.924792,"SIDEWALK"
"1000 WOOD ST","SIDEWALK   CC",-75.1561135737889,39.9580729630908,"SIDEWALK"
"7012 RUTLAND ST","SIDEWALK",-75.0689521018675,40.0470573734628,"SIDEWALK"
"6800 LYNFORD ST","SIDEWALK",-75.0707103809872,40.0442724198474,"SIDEWALK"
"1300 HOWELL ST","SIDEWALK",-75.0818815680591,40.0335277801802,"SIDEWALK"
"3820 N GRATZ ST","SIDEWALK",-75.1578684289712,40.0125124206468,"SIDEWALK"
"400 SALMON ST","SIDEWALK",-75.1289139607606,39.9688596933624,"SIDEWALK"
"600 E CORNWALL ST","CROSSWALK",-75.1179375345229,39.999147255209,"CROSSWALK"
"1900 W OLNEY AVE","CORNER CLEARANCE",-75.153632,40.03925,"CORNER CLEARANCE"
"700 RANSTEAD ST","SIDEWALK   CC",-75.152657,39.950248,"SIDEWALK"
"2405 N REESE ST","SIDEWALK",-75.1417012521704,39.988345903104,"SIDEWALK"
"300 PEMBERTON ST","SIDEWALK",-75.148917,39.939518,"SIDEWALK"
"400 N 8TH ST","SIDEWALK   CC",-75.1520442956353,39.9585165028171,"SIDEWALK"
"200 RICHMOND ST","SIDEWALK",-75.132087,39.96698,"SIDEWALK"
"3200 WALLACE ST","CROSSWALK",-75.1896502035501,39.9654684474615,"CROSSWALK"
"1200 ATLANTIC ST","SIDEWALK",-75.14882,40.006262,"SIDEWALK"
"2600 CARROLL ST","CROSSWALK",-75.2328749052369,39.9171781134382,"CROSSWALK"
"1600 PRATT ST","SIDEWALK",-75.077782,40.022027,"SIDEWALK"
"2100 S HICKS ST","CORNER CLEARANCE",-75.172172,39.923432,"CORNER CLEARANCE"
"3700 SANSOM ST","SIDEWALK   CC",-75.199683,39.954535,"SIDEWALK"
"601 DUDLEY ST","SIDEWALK",-75.1570591449402,39.9244177229753,"SIDEWALK"
"1238 W ERIE AVE","CORNER CLEARANCE",-75.1487548958132,40.0089276747392,"CORNER CLEARANCE"
"5200 E ROOSEVELT BLVD","CROSSWALK",-75.0896308793189,40.029445703681,"CROSSWALK"
"500 GREENWICH ST","SIDEWALK",-75.154847,39.929567,"SIDEWALK"
"900 CYPRESS ST","SIDEWALK   CC",-75.156847,39.94542,"SIDEWALK"
"4200 CHESTNUT ST","CROSSWALK",-75.206488,39.956203,"CROSSWALK"
"1400 W PACIFIC ST","SIDEWALK",-75.1518,40.008848,"SIDEWALK"
"1400 W PACIFIC ST","SIDEWALK",-75.151832,40.008837,"SIDEWALK"
"2538 HOLBROOK ST","SIDEWALK",-75.2372934415975,39.9162199869191,"SIDEWALK"
"1300 BEACH ST","SIDEWALK",-75.12855,39.967182,"SIDEWALK"
"1300 BEACH ST","SIDEWALK",-75.1277256997034,39.9674589604012,"SIDEWALK"
"4000 SANSOM ST","SIDEWALK",-75.203197,39.954865,"SIDEWALK"
"3400 WARREN ST","CORNER CLEARANCE",-75.192272,39.956102,"CORNER CLEARANCE"
"700 S 8TH ST","SIDEWALK",-75.155868,39.941113,"SIDEWALK"
"2800 TULIP ST","SIDEWALK",-75.1163180374369,39.9849503953194,"SIDEWALK"
"1200 HAMILTON ST","SIDEWALK   CC",-75.159137,39.960475,"SIDEWALK"
"5400 BELMAR ST","SIDEWALK",-75.2252949782116,39.9406250978252,"SIDEWALK"
"3100 CUSTER ST","CROSSWALK",-75.1165835320517,39.9960888429325,"CROSSWALK"
"2819 POPLAR ST","SIDEWALK",-75.182959668383,39.9731162294745,"SIDEWALK"
"300 N 38TH ST","CORNER CLEARANCE",-75.196877,39.95998,"CORNER CLEARANCE"
"99 N 36TH ST","CORNER CLEARANCE",-75.19392,39.95774,"CORNER CLEARANCE"
"1700 W MONTGOMERY AVE","CORNER CLEARANCE",-75.1619708514888,39.9807846433824,"CORNER CLEARANCE"
"2100 S 11TH ST","CORNER CLEARANCE",-75.16465,39.923,"CORNER CLEARANCE"
"800 S ALDEN ST","CROSSWALK",-75.2383547184388,39.9480105463766,"CROSSWALK"
"144 SHURS LN","CORNER CLEARANCE",-75.216367,40.023405,"CORNER CLEARANCE"
"7000 RUTLAND ST","SIDEWALK",-75.0689521018675,40.0470573734628,"SIDEWALK"
"1600 SELLERS ST","CROSSWALK",-75.086093,40.013877,"CROSSWALK"
"200 E INDIANA AVE","CORNER CLEARANCE",-75.127670845717,39.99516976572,"CORNER CLEARANCE"
"700 E CLEARFIELD ST","CORNER CLEARANCE",-75.1174747161757,39.9953858502396,"CORNER CLEARANCE"
"173 W THELMA ST","SIDEWALK",-75.1272091986897,40.0204988630881,"SIDEWALK"
"200 E LUZERNE ST","SIDEWALK",-75.1240523131796,40.0104861286796,"SIDEWALK"
"3200 G ST","CORNER CLEARANCE",-75.1153962827312,39.9969987657294,"CORNER CLEARANCE"
"1000 W OAKDALE ST","SIDEWALK",-75.1484139120775,39.992418046544,"SIDEWALK"
"1000 W OAKDALE ST","SIDEWALK",-75.1484139120775,39.992418046544,"SIDEWALK"
"1500 S 16TH ST","CROSSWALK",-75.1714934285882,39.9315113896516,"CROSSWALK"
"3738 N PERCY ST","SIDEWALK",-75.143160572972,40.0090212659629,"SIDEWALK"
"6200 KINDRED ST","CORNER CLEARANCE",-75.0761803833892,40.0362526751027,"CORNER CLEARANCE"
"1400 S 21ST ST","CORNER CLEARANCE",-75.17934399193,39.9341854998997,"CORNER CLEARANCE"
"200 CARSON ST","SIDEWALK",-75.224465,40.02817,"SIDEWALK"
"1 S 60TH ST","SIDEWALK",-75.240942,39.960977,"SIDEWALK"
"500 MANTON ST","SIDEWALK",-75.1535022270313,39.9331050532174,"SIDEWALK"
"5100 ROCHELLE AVE","CORNER CLEARANCE",-75.2106551570611,40.0170090335643,"CORNER CLEARANCE"
"1500 MARSHALL ST","SIDEWALK",-75.15577,39.92902,"SIDEWALK"
"2200 S 12TH ST","CROSSWALK",-75.166405,39.92154,"CROSSWALK"
"3000 RUTH ST","SIDEWALK",-75.1166983968638,39.9940594937099,"SIDEWALK"
"100 W GIRARD AVE","CORNER CLEARANCE",-75.137613,39.96926,"CORNER CLEARANCE"
"1 N RUBY ST","SIDEWALK",-75.2278100830056,39.9611657886922,"SIDEWALK"
"4700 CITY AVE","SIDEWALK",-75.2250223346261,40.0018937637662,"SIDEWALK"
"4200 SANSOM ST","CROSSWALK",-75.208505,39.955637,"CROSSWALK"
"117 S 43RD ST","CORNER CLEARANCE",-75.208687,39.955637,"CORNER CLEARANCE"
"200 N WATER ST","CROSSWALK    CC",-75.140082,39.955368,"CROSSWALK"
"700 SHUNK ST","CROSSWALK",-75.159637,39.916667,"CROSSWALK"
"1400 WAVERLY ST","SIDEWALK   CC",-75.166585,39.945285,"SIDEWALK"
"400 N 38TH ST","CROSSWALK",-75.196917,39.960792,"CROSSWALK"
"3700 POWELTON AVE","CORNER CLEARANCE",-75.195375,39.959765,"CORNER CLEARANCE"
"6418 EDMUND ST","SIDEWALK",-75.0495742403457,40.0204818119091,"SIDEWALK"
"200 N 33RD ST","SIDEWALK",-75.1893256875895,39.9595887223178,"SIDEWALK"
"1500 OGDEN ST","SIDEWALK",-75.1623301212763,39.9699070455231,"SIDEWALK"
"1622 W JUNIATA ST","SIDEWALK",-75.1534404252185,40.0186270835416,"SIDEWALK"
"1900 S 69TH ST","CROSSWALK",-75.2436711124768,39.9245998560928,"CROSSWALK"
"500 ALCOTT ST","SIDEWALK",-75.1026088029467,40.0432698348372,"SIDEWALK"
"6300 CHARLES ST","CORNER CLEARANCE",-75.0590157991383,40.0271094146686,"CORNER CLEARANCE"
"500 ALCOTT ST","SIDEWALK",-75.1026088029467,40.0432698348372,"SIDEWALK"
"1400 GREEBY ST","SIDEWALK",-75.0765994099902,40.0415252887759,"SIDEWALK"
"1900 SIGEL ST","SIDEWALK",-75.1778253484105,39.9283750295313,"SIDEWALK"
"600 RODMAN ST","SIDEWALK",-75.1530500580344,39.9424616452185,"SIDEWALK"
"600 RODMAN ST","SIDEWALK",-75.1530500580344,39.9424616452185,"SIDEWALK"
"600 RODMAN ST","SIDEWALK",-75.1530500580344,39.9424616452185,"SIDEWALK"
"2600 S DEWEY ST","CORNER CLEARANCE",-75.2232623259631,39.923931877859,"CORNER CLEARANCE"
"100 CHESTNUT ST","CORNER CLEARANCE  CC",-75.1428741250098,39.9482248949495,"CORNER CLEARANCE"
"1900 S 17TH ST","CROSSWALK",-75.174075,39.927425,"CROSSWALK"
"6200 WHEELER ST","SIDEWALK",-75.2280807110702,39.9252560050628,"SIDEWALK"
"800 WINTON ST","SIDEWALK",-75.160687857052,39.92238304081,"SIDEWALK"
"840 WINTON ST","SIDEWALK",-75.160687857052,39.92238304081,"SIDEWALK"
"1200 W NORRIS ST","CORNER CLEARANCE",-75.153945060508,39.9828207719334,"CORNER CLEARANCE"
"800 ARAMINGO AVE","CORNER CLEARANCE",-75.123033,39.973705,"CORNER CLEARANCE"
"800 MOYER ST","CORNER CLEARANCE",-75.12309,39.973752,"CORNER CLEARANCE"
"1900 N GRATZ ST","SIDEWALK",-75.1642481615901,39.9833818435608,"SIDEWALK"
"1613 N ALLISON ST","SIDEWALK",-75.232846602334,39.9771352218519,"SIDEWALK"
"900 RITNER ST","SIDEWALK",-75.162383065447,39.9195972597855,"SIDEWALK"
"100 MALLORY ST","SIDEWALK",-75.22847836501,40.0289973759425,"SIDEWALK"
"100 MALLORY ST","SIDEWALK",-75.22847836501,40.0289973759425,"SIDEWALK"
"2300 RANSTEAD ST","SIDEWALK   CC",-75.17871,39.95327,"SIDEWALK"
"100 E ONTARIO ST","CROSSWALK",-75.128583,40.001628,"CROSSWALK"
"800 E CORNWALL ST","SIDEWALK",-75.1139211029182,39.9986492804755,"SIDEWALK"
"4072 SPRING GARDEN ST","CORNER CLEARANCE",-75.2042482336705,39.961459729234,"CORNER CLEARANCE"
"190 W WYOMING AVE","CORNER CLEARANCE",-75.127725,40.0219,"CORNER CLEARANCE"
"800 PORTER ST","CROSSWALK",-75.16098,39.918145,"CROSSWALK"
"600 W MOYAMENSING AVE","CROSSWALK",-75.15851,39.920708,"CROSSWALK"
"600 ORIANNA ST","SIDEWALK   CC",-75.148303,39.941017,"SIDEWALK"
"6200 WAYNE AVE","CORNER CLEARANCE",-75.1868888308633,40.0363785646931,"CORNER CLEARANCE"
"313 S 13TH ST","SIDEWALK   CC",-75.162955,39.946212,"SIDEWALK"
"600 RODMAN ST","SIDEWALK   CC",-75.1530500580344,39.9424616452185,"SIDEWALK"
"600 RODMAN ST","SIDEWALK   CC",-75.1530500580344,39.9424616452185,"SIDEWALK"
"5100 CHARLES ST","SIDEWALK",-75.0738782153572,40.019237274953,"SIDEWALK"
"200 S 13TH ST","CROSSWALK    CC",-75.162156545232,39.9488822580171,"CROSSWALK"
"2100 SOUTH ST","SIDEWALK   CC",-75.178102,39.945222,"SIDEWALK"
"653 N 15TH ST","SIDEWALK",-75.162505,39.965942,"SIDEWALK"
"653 N 15TH ST","SIDEWALK",-75.16245,39.965818,"SIDEWALK"
"653 N 15TH ST","SIDEWALK",-75.162485,39.965933,"SIDEWALK"
"5001 LOCUST ST","CORNER CLEARANCE",-75.222787312604,39.955443893627,"CORNER CLEARANCE"
"1300 EARL ST","SIDEWALK",-75.130443,39.97232,"SIDEWALK"
"5500 SANSOM ST","CROSSWALK",-75.233167,39.958642,"CROSSWALK"
"1800 N GRATZ ST","CORNER CLEARANCE",-75.164658498483,39.9814442082526,"CORNER CLEARANCE"
"1600 W STILES ST","CROSSWALK",-75.1632883546472,39.9729051504186,"CROSSWALK"
"1900 FEDERAL ST","CORNER CLEARANCE  CC",-75.17519,39.937075,"CORNER CLEARANCE"
"1300 FEDERAL ST","CORNER CLEARANCE",-75.166298,39.93557,"CORNER CLEARANCE"
"330 W JOHNSON ST","SIDEWALK",-75.1880568891507,40.0402060406388,"SIDEWALK"
"415 RENNARD ST","SIDEWALK",-75.026668694842,40.1203203769687,"SIDEWALK"
"216 N 59TH ST","CORNER CLEARANCE",-75.2380861609352,39.965066583485,"CORNER CLEARANCE"
"500 KATER ST","SIDEWALK   CC",-75.151487,39.941483,"SIDEWALK"
"1918 DELANCEY PL","SIDEWALK   CC",-75.173622,39.94742,"SIDEWALK"
"1556 STONEY LN","SIDEWALK",-75.0434367594014,40.0833521079655,"SIDEWALK"
"169 EAST ST","SIDEWALK",-75.2150253372476,40.0219285501221,"SIDEWALK"
"100 JAMESTOWN AVE","CORNER CLEARANCE",-75.219052,40.023137,"CORNER CLEARANCE"
"1000 W SPENCER AVE","CORNER CLEARANCE",-75.137018,40.04509,"CORNER CLEARANCE"
"400 S HUTCHINSON ST","SIDEWALK   CC",-75.157527,39.944123,"SIDEWALK"
"808 LOMBARD ST","SIDEWALK   CC",-75.155665,39.943487,"SIDEWALK"
"4617 WHITAKER AVE","CORNER CLEARANCE",-75.1149114424289,40.0193157142287,"CORNER CLEARANCE"
"300 MCKEAN ST","CORNER CLEARANCE",-75.152487,39.923375,"CORNER CLEARANCE"
"1200 S ALDER ST","CORNER CLEARANCE",-75.160873,39.934527,"CORNER CLEARANCE"
"1041 RIDGE AVE","CROSSWALK    CC",-75.156498,39.960213,"CROSSWALK"
"1000 RIDGE AVE","CROSSWALK    CC",-75.15649,39.96037,"CROSSWALK"
"1200 RODMAN ST","SIDEWALK   CC",-75.16292,39.943982,"SIDEWALK"
"1600 CHURCH ST","SIDEWALK",-75.08799,40.01067,"SIDEWALK"
"1600 CHURCH ST","SIDEWALK",-75.088078,40.01066,"SIDEWALK"
"2100 RODMAN ST","SIDEWALK   CC",-75.177997,39.945503,"SIDEWALK"
"500 THOMPSON ST","CROSSWALK",-75.127913,39.972822,"CROSSWALK"
"1900 E BIRCH ST","SIDEWALK",-75.1176241454602,39.9916361934024,"SIDEWALK"
"2200 SHIELDS ST","SIDEWALK",-75.2356310333269,39.9237312975432,"SIDEWALK"
"300 CHRISTOPHER COLUMBUS BLVD","SIDEWALK   CC",-75.13882,39.955817,"SIDEWALK"
"1700 N PHILIP ST","SIDEWALK",-75.1386276543779,39.9766701400017,"SIDEWALK"
"300 S JUNIPER ST","SIDEWALK   CC",-75,40,"SIDEWALK"
"5100 LUDLOW ST","SIDEWALK",-75.2240050578882,39.9593134757324,"SIDEWALK"
"1631 FITZWATER ST","CORNER CLEARANCE",-75.170298,39.942347,"CORNER CLEARANCE"
"6341 ELMWOOD AVE","SIDEWALK",-75.2286159571952,39.9234025967443,"SIDEWALK"
"199 S JUNIPER ST","SIDEWALK   CC",-75.1630518503977,39.9495853683191,"SIDEWALK"
"3100 JASPER ST","CORNER CLEARANCE",-75.1143575973545,39.9940518842984,"CORNER CLEARANCE"
"5500 DITMAN ST","CROSSWALK",-75.0656667679021,40.015882036805,"CROSSWALK"
"900 ARCH ST","SIDEWALK   CC",-75.155103,39.953445,"SIDEWALK"
"1200 CHEW AVE","CROSSWALK",-75.140833,40.039387,"CROSSWALK"
"2600 WEBB ST","SIDEWALK",-75.1153992019886,39.9778544371677,"SIDEWALK"
"2900 MCKINLEY ST","SIDEWALK",-75.0643904545733,40.0290717608785,"SIDEWALK"
"522 E THELMA ST","SIDEWALK",-75.1156482704754,40.0193743285971,"SIDEWALK"
"700 E HILTON ST","SIDEWALK",-75.1163141545623,39.997369171418,"SIDEWALK"
"219 SPRING GARDEN ST","CORNER CLEARANCE  CC",-75.142552,39.960772,"CORNER CLEARANCE"
"3700 POWELTON AVE","CORNER CLEARANCE",-75.196183,39.959727,"CORNER CLEARANCE"
"2500 MASSEY ST","SIDEWALK",-75.234788011346,39.9179860542299,"SIDEWALK"
